unique id,submission type,timestamp,citizenship,residence,gender,degrees held,occupation,career experience,academic field,area of interest,event participation,skills,how heard
47283335,submitted,6/8/16 20:58,United States of America,Canada,female,bachelors,graduate-professonal student,1-5 years,Natural Sciences - Biological sciences,open_source,"openaccessweek, openeducationweek, opendataday","blogging, comms, events, graphics, video, research, software",mailinglist
78629260,submitted,6/8/16 21:07,Jamaica,Jamaica,female,bachelors,researcher,1-5 years,Natural Sciences - Other natural sciences,open_science,"openeducationweek, opendataday","advocacy, blogging, comms, socialmedia, volunteers, research",websearch
67984437,submitted,6/8/16 21:15,Liberia,Liberia,male,none,"undergraduate student, nonprofit, businessperson",0-1 years,None of these describe my field of study,open_education,openeducationweek,"advocacy, comms, community, volunteers, research",facebook
82989978,submitted,6/8/16 21:17,Haiti,Haiti,male,other certification,"nonprofit, journalist, businessperson",1-5 years,Natural Sciences - Computer and information sciences,open_government,none,"blogging, comms, socialmedia, events, graphics, video, research","friend, organization"
84013243,submitted,6/8/16 21:20,Gambia,Gambia,male,bachelors,"undergraduate student, journalist",1-5 years,Social Sciences - Media and communications,open_education,openeducationweek,"advocacy, comms, community, socialmedia, fudraising, events, volunteers, research",friend
24659933,submitted,6/8/16 21:20,Pakistan,Pakistan,female,"bachelors, masters, other postgraduate","phd candidate, researcher",0-1 years,Natural Sciences - Biological sciences,open_science,none,"volunteers, research",websearch
93175873,submitted,6/8/16 21:30,United States of America,United States of America,female,masters,librarian,1-5 years,Natural Sciences - Physical sciences,open_access,"openaccessweek, openeducationweek","advocacy, blogging, research, other, 'Conducting faculty education sessions","websearch, organization"
43997076,submitted,6/8/16 21:37,Egypt,Kuwait,male,masters,graduate-professonal student,11-15 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_education,openeducationweek,volunteers,friend
54994648,submitted,6/8/16 21:43,Pakistan,Pakistan,male,other certification,undergraduate student,0-1 years,Medicine/Health Sciences - Clinical medicine,open_access,openaccessweek,"advocacy, comms, community, socialmedia, fudraising, events, volunteers",organization
52110634,submitted,6/8/16 21:46,Botswana,Botswana,male,bachelors,undergraduate student,0-1 years,Engineering/Technology - Other engineering and technologies,open_education,openeducationweek,"graphics, software",facebook
97256762,submitted,6/8/16 21:49,Somalia,Kenya,male,"professional, other professional","undergraduate student, nonprofit",6-10 years,Humanities - Other humanities,open_education,none,"advocacy, comms, community, fudraising, volunteers",facebook
27649006,submitted,6/8/16 21:53,Nigeria,Nigeria,male,none,undergraduate student,0-1 years,Medicine/Health Sciences - Clinical medicine,open_source,openaccessweek,"advocacy, volunteers, graphics, video, research, other, 'Creative writing","websearch, friend"
87692744,submitted,6/8/16 21:59,Morocco,Morocco,male,"phd, other postgraduate, other professional",educator,11-15 years,Medicine/Health Sciences - Health biotechnology,open_research,"openeducationweek, opendataday","volunteers, research, software","websearch, mailinglist"
32932606,submitted,6/8/16 22:10,Nigeria,Nigeria,male,masters,researcher,6-10 years,Natural Sciences - Biological sciences,open_science,none,"community, socialmedia, events",websearch
45877481,submitted,6/8/16 22:14,Brazil,United Kingdom,female,none,undergraduate student,0-1 years,Medicine/Health Sciences - Other medical sciences,open_science,none,"advocacy, blogging, comms, community, socialmedia, events, graphics",organization
96628391,submitted,6/8/16 22:16,United States of America,United States of America,female,"bachelors, masters","educator, librarian",1-5 years,Social Sciences - Media and communications,open_science,openaccessweek,"blogging, comms, socialmedia, volunteers, research","twitter, mailinglist"
59649760,submitted,6/8/16 22:17,United States of America,United States of America,female,"bachelors, masters","nonprofit, businessperson",16+ years,Medicine/Health Sciences - Basic medicine,open_source,openaccessweek,"comms, fudraising, events",friend
36755243,submitted,6/8/16 22:18,United States of America,United States of America,female,"bachelors, masters, phd",librarian,1-5 years,Natural Sciences - Chemical sciences,open_research,openaccessweek,"blogging, research","twitter, friend"
19213255,submitted,6/8/16 22:19,Nigeria,Nigeria,male,bachelors,"graduate-professional student, businessperson",6-10 years,Social Sciences - Economics and business,open_education,none,"comms, community, socialmedia, events, volunteers, graphics","websearch, facebook"
88152460,submitted,6/8/16 22:19,Ghana,China,male,"bachelors, masters, other professional","undergraduate student, nonprofit",6-10 years,Medicine/Health Sciences - Clinical medicine,open_education,none,"comms, community, socialmedia",websearch
16325368,submitted,6/8/16 22:26,Nigeria,Nigeria,male,masters,"phd candidate, researcher",1-5 years,Natural Sciences - Computer and information sciences,open_education,openeducationweek,"advocacy, comms, community, volunteers, research","mailinglist, friend"
62927581,final at deadline,6/8/16 22:32,Egypt,Saudi Arabia,female,bachelors,nonacademic staff,1-5 years,Natural Sciences - Chemical sciences,open_education,none,volunteers,facebook
97490738,submitted,6/8/16 22:49,Botswana,Botswana,male,none,nonprofit,0-1 years,None of these describe my field of study,open_access,none,volunteers,facebook
40219533,submitted,6/8/16 22:54,Tanzania,Tanzania,male,other certification,"undergraduate student, developer",0-1 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_education,"openaccessweek, openeducationweek, opendataday","blogging, comms, community, socialmedia, fudraising, events, volunteers, graphics, video, software","websearch, facebook, friend"
76466184,submitted,6/8/16 23:20,Nigeria,Nigeria,male,none,undergraduate student,0-1 years,Social Sciences - Law,open_government,"openaccessweek, opendataday","advocacy, comms, community, socialmedia, events, other, 'Public Speaking and Public campaign.","websearch, mailinglist"
92167031,submitted,6/8/16 23:28,Egypt,Egypt,male,none,"undergraduate student, developer",0-1 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_education,openeducationweek,"events, graphics, software",facebook
77658773,submitted,6/8/16 23:39,Palestinian Territories,Egypt,male,bachelors,undergraduate student,0-1 years,Medicine/Health Sciences - Health sciences,open_science,"openaccessweek, opendataday","advocacy, comms, volunteers, research",websearch
46797382,submitted,6/9/16 0:16,Ghana,Ghana,male,"bachelors, other professional","educator, government, nonprofit",6-10 years,Social Sciences - Educational sciences,open_government,"openeducationweek, opendataday","advocacy, community, socialmedia",websearch
54448847,final at deadline,6/9/16 0:16,Gambia,Gambia,male,other certification,"educator, nonprofit",1-5 years,Agricultural Sciences - Agricultural biotechnology,open_research,openeducationweek,"fudraising, events, volunteers, video","websearch, facebook, mailinglist"
55479919,submitted,6/9/16 0:23,Philippines,Philippines,female,bachelors,undergraduate student,0-1 years,Social Sciences - Political Science,open_government,opendataday,"advocacy, community, volunteers, research",facebook
36800207,submitted,6/9/16 0:26,Egypt,Egypt,male,bachelors,undergraduate student,0-1 years,Natural Sciences - Computer and information sciences,open_source,"openaccessweek, openeducationweek, opendataday","comms, community, volunteers, research, software","websearch, mailinglist, organization"
87157617,submitted,6/9/16 0:28,Benin,Benin,male,masters,"phd candidate, nonprofit",6-10 years,Social Sciences - Educational sciences,open_education,openeducationweek,"blogging, comms, community, volunteers",facebook
20715929,final at deadline,6/9/16 0:56,Nigeria,Nigeria,male,bachelors,undergraduate student,0-1 years,Engineering/Technology - Other engineering and technologies,open_source,"openaccessweek, openeducationweek, opendataday",software,websearch
23669968,submitted,6/9/16 0:58,Ethiopia,Ethiopia,male,"bachelors, other professional",government,6-10 years,Natural Sciences - Computer and information sciences,open_source,none,"advocacy, blogging, comms, community, socialmedia, fudraising, events, volunteers, video, software",facebook
91446878,submitted,6/9/16 1:39,Ghana,Ghana,male,none,undergraduate student,0-1 years,Social Sciences - Economics and business,open_education,none,"blogging, socialmedia, fudraising, volunteers",friend
37378759,submitted,6/9/16 1:40,Nigeria,Nigeria,male,professional,medical professional,6-10 years,Medicine/Health Sciences - Clinical medicine,open_access,openaccessweek,"comms, events",friend
68999059,submitted,6/9/16 2:00,Kenya,Kenya,male,masters,"phd candidate, nonacademic staff",6-10 years,Social Sciences - Other social sciences,open_education,openeducationweek,"advocacy, comms, community, fudraising, events, volunteers, research",facebook
32827829,submitted,6/9/16 2:03,Egypt,Egypt,male,none,"undergraduate student, nonprofit",0-1 years,"Humanities - Art (arts, history of arts, performing arts, music)",open_science,"openeducationweek, opendataday","volunteers, research",websearch
71523035,submitted,6/9/16 2:11,Kenya,Kenya,male,none,undergraduate student,0-1 years,Social Sciences - Economics and business,open_research,none,"comms, community","twitter, friend"
67598826,submitted,6/9/16 2:13,Nepal,Nepal,male,"masters, other postgraduate",phd candidate,6-10 years,Social Sciences - Educational sciences,open_science,openeducationweek,"community, socialmedia, volunteers, research",mailinglist
93128056,submitted,6/9/16 2:16,Nigeria,Nigeria,male,bachelors,"undergraduate student, researcher, nonprofit",6-10 years,Humanities - Other humanities,open_education,openaccessweek,"advocacy, comms, community, socialmedia, fudraising, events, volunteers, research",websearch
79769848,submitted,6/9/16 2:16,Pakistan,Pakistan,male,phd,educator,1-5 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_source,none,"volunteers, research","websearch, organization"
57811808,submitted,6/9/16 2:27,Nigeria,Nigeria,male,none,undergraduate student,1-5 years,Natural Sciences - Earth and related environmental sciences,open_science,none,"events, volunteers",websearch
53654752,submitted,6/9/16 2:38,Senegal,Egypt,female,masters,lawyer,6-10 years,Social Sciences - Law,open_education,openeducationweek,"advocacy, fudraising, volunteers, research",other: opportunitiesforafricans website
35409246,final at deadline,6/9/16 3:28,Nepal,India,male,none,undergraduate student,0-1 years,None of these describe my field of study,open_education,openeducationweek,volunteers,facebook
70864030,submitted,6/9/16 3:33,Sudan,Sudan,female,none,undergraduate student,0-1 years,Medicine/Health Sciences - Basic medicine,open_education,openeducationweek,"advocacy, other, 'leadership operational planning emotional intellgance stress management team building","websearch, facebook, organization"
65655690,final at deadline,6/9/16 3:33,Cambodia,Cambodia,male,"bachelors, other postgraduate, other professional","undergraduate student, educator, librarian, nonacademic staff, nonprofit",1-5 years,Natural Sciences - Mathematics,open_education,openeducationweek,"advocacy, comms, community, socialmedia, fudraising, volunteers","facebook, mailinglist"
66448403,submitted,6/9/16 4:12,Egypt,Egypt,male,bachelors,undergraduate student,6-10 years,Engineering/Technology - Mechanical engineering,open_education,openeducationweek,"comms, community, volunteers",facebook
84937295,final at deadline,6/9/16 4:33,Kenya,Kenya,female,bachelors,"graduate-professional student, nonprofit, businessperson",1-5 years,Social Sciences - Economics and business,open_education,"openaccessweek, openeducationweek","comms, community, events","facebook, friend"
48068148,submitted,6/9/16 5:13,Gambia,Gambia,male,bachelors,"librarian, nonprofit",1-5 years,Social Sciences - Economics and business,open_education,openeducationweek,"blogging, comms, community, socialmedia, events, volunteers",facebook
87503612,submitted,6/9/16 5:33,Nigeria,Nigeria,female,bachelors,nonprofit,1-5 years,Natural Sciences - Biological sciences,open_research,"openaccessweek, openeducationweek, opendataday","blogging, comms, volunteers, graphics",facebook
86729269,submitted,6/9/16 5:47,Nigeria,Nigeria,female,phd,"postdoc, researcher, lawyer",6-10 years,Social Sciences - Law,open_government,none,"advocacy, comms, volunteers",organization
60821353,submitted,6/9/16 6:14,Philippines,Philippines,male,none,"undergraduate student, researcher",1-5 years,Social Sciences - Other social sciences,open_government,"openaccessweek, openeducationweek, opendataday","advocacy, comms, community",websearch
13621410,submitted,6/9/16 6:17,Nigeria,Nigeria,female,bachelors,researcher,1-5 years,Natural Sciences - Mathematics,open_education,"openaccessweek, openeducationweek, opendataday","advocacy, blogging, comms, community, socialmedia, fudraising, volunteers, research",friend
78205228,submitted,6/9/16 6:17,Nigeria,Nigeria,male,masters,nonprofit,6-10 years,Social Sciences - Psychology,open_access,openaccessweek,"advocacy, comms, community, socialmedia, volunteers",friend
81470872,submitted,6/9/16 6:20,Tanzania,Tanzania,male,phd,"educator, researcher, librarian",6-10 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_source,none,"advocacy, comms, research, software",mailinglist
37220156,submitted,6/9/16 6:28,Kenya,Kenya,male,"bachelors, masters",librarian,6-10 years,Natural Sciences - Computer and information sciences,open_education,openaccessweek,"advocacy, blogging, comms, socialmedia, software",mailinglist
52273677,submitted,6/9/16 6:31,Nigeria,Nigeria,male,"bachelors, other professional","graduate-professional student, nonprofit, businessperson",6-10 years,Natural Sciences - Computer and information sciences,open_science,openeducationweek,"graphics, video, other, 'SALES MANAGEMEN, Fundamentals of Starting and Running a Business, Fundraising Concepts",twitter
82817480,submitted,6/9/16 6:32,Nigeria,Nigeria,male,"bachelors, other professional",researcher,11-15 years,"Agricultural Sciences - Agriculture, forestry, and fisheries",open_research,"openaccessweek, openeducationweek, opendataday","advocacy, comms, community, events, volunteers, research",mailinglist
19936230,submitted,6/9/16 6:42,Pakistan,Pakistan,female,masters,researcher,1-5 years,Social Sciences - Educational sciences,open_access,openaccessweek,"advocacy, blogging, comms, socialmedia, events, research",websearch
71362526,submitted,6/9/16 6:42,Hong Kong,Hong Kong,female,bachelors,undergraduate student,1-5 years,Humanities - Languages and literature,open_access,none,"comms, fudraising, events, volunteers",mailinglist
48939937,submitted,6/9/16 6:45,Egypt,Egypt,female,other degree,"undergraduate student, researcher, journalist",0-1 years,Agricultural Sciences - Other agricultural sciences,open_science,openeducationweek,"advocacy, comms, community, socialmedia, fudraising, events, volunteers, research",facebook
69352097,submitted,6/9/16 6:51,Cameroon,Cameroon,male,masters,phd candidate,0-1 years,Social Sciences - Economics and business,open_research,"openaccessweek, openeducationweek, opendataday","other, 'Teaching",facebook
30128005,submitted,6/9/16 7:05,Nigeria,Nigeria,male,masters,researcher,1-5 years,Natural Sciences - Biological sciences,open_science,"openaccessweek, openeducationweek, opendataday","community, volunteers",mailinglist
48769753,submitted,6/9/16 7:13,Sudan,Sudan,female,"bachelors, masters",phd candidate,1-5 years,Social Sciences - Economics and business,open_education,openeducationweek,"video, research",websearch
89618811,submitted,6/9/16 7:20,Cameroon,France,male,masters,"phd candidate, educator, researcher",1-5 years,"Agricultural Sciences - Agriculture, forestry, and fisheries",open_education,openeducationweek,"advocacy, comms, community, socialmedia, volunteers, research, other, 'Survey and Drafting report",friend
35634000,submitted,6/9/16 7:30,Nigeria,Nigeria,female,none,undergraduate student,0-1 years,None of these describe my field of study,open_access,none,"blogging, comms, socialmedia, graphics, video",friend
65243137,submitted,6/9/16 7:33,India,India,male,phd,"researcher, nonprofit",1-5 years,Agricultural Sciences - Other agricultural sciences,open_access,openaccessweek,"blogging, community, socialmedia, events",mailinglist
95592813,submitted,6/9/16 7:43,Israel,Israel,male,"bachelors, other professional","nonprofit, developer, businessperson",1-5 years,None of these describe my field of study,open_education,none,"advocacy, community, socialmedia, events, volunteers, graphics, video, software, other, 'Entrepreneurship & Business","websearch, facebook, organization"
94917273,submitted,6/9/16 7:48,Nigeria,Nigeria,male,bachelors,nonprofit,1-5 years,Natural Sciences - Physical sciences,open_science,none,"blogging, socialmedia, graphics, video",organization
49557684,submitted,6/9/16 7:51,Ethiopia,Ethiopia,male,none,undergraduate student,0-1 years,Medicine/Health Sciences - Clinical medicine,open_science,none,"advocacy, volunteers",facebook
58791401,submitted,6/9/16 7:52,Venezuela,Germany,female,professional,phd candidate,1-5 years,Natural Sciences - Chemical sciences,open_science,none,"comms, events",friend
64672753,final at deadline,6/9/16 7:55,Nigeria,Nigeria,male,none,undergraduate student,0-1 years,None of these describe my field of study,open_education,openeducationweek,"comms, socialmedia, fudraising, volunteers",facebook
76408212,submitted,6/9/16 7:56,Kenya,Kenya,male,bachelors,"graduate-professional student, researcher, government",1-5 years,Natural Sciences - Mathematics,open_government,opendataday,"advocacy, blogging, comms, community, socialmedia, events, research",websearch
77800082,submitted,6/9/16 7:58,Sudan,Brazil,female,none,undergraduate student,0-1 years,Medicine/Health Sciences - Clinical medicine,open_science,none,"advocacy, comms, socialmedia, fudraising",websearch
18196983,submitted,6/9/16 8:12,Pakistan,Pakistan,female,none,undergraduate student,0-1 years,Medicine/Health Sciences - Health sciences,open_education,"openaccessweek, openeducationweek","socialmedia, fudraising, events, volunteers, graphics","friend, organization"
83992507,submitted,6/9/16 8:15,Kenya,Kenya,male,professional,graduate-professonal student,0-1 years,Natural Sciences - Biological sciences,open_access,"openaccessweek, openeducationweek, opendataday","advocacy, blogging, comms, community, socialmedia, fudraising, events, volunteers, graphics",websearch
54413480,submitted,6/9/16 8:23,Liberia,China,male,bachelors,graduate-professonal student,1-5 years,Social Sciences - Economics and business,open_access,openaccessweek,"advocacy, community, volunteers",facebook
16494401,submitted,6/9/16 8:26,Nigeria,Nigeria,female,masters,"researcher, nonacademic staff, developer",11-15 years,Natural Sciences - Computer and information sciences,open_science,openaccessweek,"volunteers, software",websearch
25499969,submitted,6/9/16 8:42,Vietnam,Vietnam,female,bachelors,researcher,1-5 years,Social Sciences - Other social sciences,open_research,opendataday,"advocacy, comms, community, socialmedia, volunteers","facebook, mailinglist"
64145470,final at deadline,6/9/16 8:46,Burma,Burma,female,none,other,0-1 years,None of these describe my field of study,open_access,none,volunteers,"facebook, friend"
12566854,submitted,6/9/16 8:48,Pakistan,Pakistan,female,bachelors,"philanthropist, businessperson",1-5 years,None of these describe my field of study,open_research,none,"community, socialmedia, fudraising, volunteers, graphics, video, other, 'Architecture Design, Drafting and modelling, Architectural research, Connecting with international companies and organizations for funding of social venture",websearch
75634010,submitted,6/9/16 8:49,Uganda,Uganda,male,other certification,"undergraduate student, government",1-5 years,Social Sciences - Political Science,open_access,"openaccessweek, openeducationweek, opendataday","advocacy, comms, community, socialmedia, fudraising, volunteers, research","websearch, facebook"
17552367,submitted,6/9/16 8:54,Nigeria,Nigeria,male,none,undergraduate student,0-1 years,Social Sciences - Law,open_government,opendataday,"comms, socialmedia, events",facebook
30888632,submitted,6/9/16 8:56,Ethiopia,Ethiopia,male,masters,"educator, researcher, developer",1-5 years,Natural Sciences - Computer and information sciences,open_science,none,"advocacy, software","twitter, friend"
44763467,submitted,6/9/16 8:57,Malawi,Malawi,female,masters,educator,6-10 years,Humanities - Other humanities,open_education,none,"comms, volunteers, research",twitter
70246964,submitted,6/9/16 9:03,Honduras,Honduras,female,none,undergraduate student,1-5 years,Humanities - Languages and literature,open_education,openeducationweek,"advocacy, fudraising, volunteers, research",facebook
25959091,submitted,6/9/16 9:08,South Sudan,Uganda,male,bachelors,"educator, medical professional",6-10 years,Medicine/Health Sciences - Clinical medicine,open_education,openeducationweek,"socialmedia, fudraising, volunteers",websearch
63983384,submitted,6/9/16 9:10,Nigeria,Nigeria,male,"bachelors, other professional","educator, nonprofit, businessperson",6-10 years,None of these describe my field of study,open_education,openeducationweek,"advocacy, comms, community, fudraising, volunteers, graphics, research, software",websearch
52009703,submitted,6/9/16 9:15,Cameroon,South Africa,male,"bachelors, masters","phd candidate, nonacademic staff",6-10 years,Agricultural Sciences - Animal and dairy science,open_science,none,"comms, community, socialmedia, fudraising, volunteers, research",organization
60934687,submitted,6/9/16 9:18,Nigeria,Nigeria,male,bachelors,graduate-professonal student,0-1 years,Agricultural Sciences - Other agricultural sciences,open_education,openeducationweek,"advocacy, community, other, 'Foreign language proficiency in Portuguese and communicative level of French.",websearch
28870907,submitted,6/9/16 9:21,Egypt,Egypt,female,none,"undergraduate student, researcher",0-1 years,Natural Sciences - Biological sciences,open_science,opendataday,research,websearch
53885274,submitted,6/9/16 9:28,Eritrea,South Korea,male,bachelors,"graduate-professional student, researcher, developer",0-1 years,Natural Sciences - Computer and information sciences,open_source,opendataday,"community, volunteers, graphics, software",friend
75920834,submitted,6/9/16 9:30,Cambodia,Cambodia,female,masters,"educator, nonprofit",11-15 years,Social Sciences - Sociology,open_government,"openaccessweek, openeducationweek, opendataday","advocacy, community, fudraising",facebook
20299202,submitted,6/9/16 9:33,Sudan,Sudan,male,bachelors,nonprofit,1-5 years,Engineering/Technology - Other engineering and technologies,open_education,openeducationweek,"community, software",facebook
17078372,submitted,6/9/16 9:33,Nigeria,Nigeria,male,"bachelors, other professional","nonprofit, medical professional",0-1 years,Medicine/Health Sciences - Clinical medicine,open_education,openeducationweek,"blogging, comms, research",friend
14974267,submitted,6/9/16 9:35,Tanzania,Tanzania,male,"bachelors, masters, other postgraduate",phd candidate,6-10 years,Natural Sciences - Computer and information sciences,open_access,none,"advocacy, comms, volunteers, research","websearch, mailinglist, friend"
92573623,submitted,6/9/16 9:41,Nigeria,Nigeria,male,"bachelors, masters","phd candidate, educator",0-1 years,Natural Sciences - Computer and information sciences,open_access,openaccessweek,"community, socialmedia, events, volunteers, research",twitter
56800935,submitted,6/9/16 9:47,Ghana,Ghana,male,bachelors,businessperson,1-5 years,Engineering/Technology - Chemical engineering,open_education,"openaccessweek, opendataday","community, volunteers",websearch
33610871,submitted,6/9/16 9:51,Burundi,Burundi,female,bachelors,"graduate-professional student, nonprofit",1-5 years,Social Sciences - Economics and business,open_research,none,"advocacy, comms, community, socialmedia, fudraising, events, volunteers","websearch, facebook"
85019768,submitted,6/9/16 9:54,Uganda,Uganda,male,bachelors,undergraduate student,0-1 years,None of these describe my field of study,open_education,"openaccessweek, openeducationweek, opendataday","comms, community, socialmedia, fudraising, events","websearch, mailinglist"
28926501,submitted,6/9/16 9:54,Nigeria,Nigeria,male,masters,lawyer,0-1 years,Social Sciences - Law,open_education,"openaccessweek, openeducationweek, opendataday","advocacy, blogging, community, fudraising, volunteers",mailinglist
91429039,submitted,6/9/16 10:01,Ghana,Ghana,male,bachelors,"graduate-professional student, researcher, nonprofit",1-5 years,"Agricultural Sciences - Agriculture, forestry, and fisheries",open_research,none,"advocacy, comms, community, socialmedia, other, 'Monitoring and Evaluation","websearch, facebook"
42034347,submitted,6/9/16 10:04,Greece,Greece,male,"bachelors, masters, other postgraduate",phd candidate,16+ years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_education,openeducationweek,fudraising,"friend, organization"
15549987,submitted,6/9/16 10:07,Ghana,Ghana,male,bachelors,educator,1-5 years,Social Sciences - Economics and business,open_science,"openeducationweek, opendataday","advocacy, comms, socialmedia, research",facebook
29060021,submitted,6/9/16 10:22,Rwanda,Kenya,male,bachelors,businessperson,1-5 years,Engineering/Technology - Environmental engineering,open_education,openeducationweek,"blogging, comms, community, socialmedia, fudraising, events, volunteers, research",facebook
25367301,submitted,6/9/16 10:22,Nigeria,Nigeria,male,phd,"educator, researcher",16+ years,Natural Sciences - Biological sciences,open_access,"openaccessweek, openeducationweek","advocacy, comms, community, research",friend
57941059,submitted,6/9/16 10:24,Nigeria,Nigeria,male,none,undergraduate student,0-1 years,Social Sciences - Sociology,open_education,none,"advocacy, blogging, comms, community, socialmedia, events, volunteers",websearch
48889641,submitted,6/9/16 10:28,Ethiopia,Ethiopia,male,bachelors,nonprofit,1-5 years,Social Sciences - Other social sciences,open_education,openeducationweek,"community, socialmedia, fudraising, events",friend
71514727,submitted,6/9/16 10:30,Bangladesh,Bangladesh,male,masters,"educator, researcher",16+ years,Social Sciences - Economics and business,open_education,"openaccessweek, openeducationweek, opendataday","advocacy, comms, community, socialmedia, events, research","twitter, friend"
22288722,submitted,6/9/16 10:42,Zambia,Zambia,female,other certification,nonprofit,1-5 years,Social Sciences - Psychology,open_education,none,"advocacy, community, volunteers",websearch
35889915,submitted,6/9/16 10:43,Nigeria,Nigeria,female,bachelors,"government, nonprofit",0-1 years,Social Sciences - Political Science,open_government,none,"advocacy, comms, community, socialmedia, volunteers",friend
51050847,submitted,6/9/16 10:45,Nigeria,Nigeria,female,none,undergraduate student,0-1 years,Social Sciences - Economics and business,open_research,none,events,websearch
25419609,submitted,6/9/16 10:49,Burundi,Burundi,female,bachelors,"lawyer, businessperson",6-10 years,Social Sciences - Media and communications,open_education,none,"comms, volunteers",facebook
77593541,submitted,6/9/16 10:49,Rwanda,Rwanda,male,none,undergraduate student,0-1 years,Agricultural Sciences - Other agricultural sciences,open_education,openeducationweek,"comms, socialmedia, events, volunteers, research","websearch, friend"
80628293,submitted,6/9/16 10:52,Nigeria,Nigeria,male,"bachelors, other professional","graduate-professional student, businessperson",1-5 years,Natural Sciences - Computer and information sciences,open_government,opendataday,"comms, socialmedia, other, 'Information Security",mailinglist
24750008,submitted,6/9/16 10:53,India,India,male,"other postgraduate, other professional","phd candidate, researcher, government",6-10 years,Social Sciences - Economics and business,open_research,opendataday,"blogging, community, socialmedia, research",friend
50899611,submitted,6/9/16 11:16,Nigeria,Nigeria,male,none,"undergraduate student, researcher",0-1 years,Social Sciences - Law,open_research,none,"advocacy, volunteers",friend
65810969,submitted,6/9/16 11:17,Nigeria,Nigeria,male,bachelors,nonprofit,1-5 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_education,openeducationweek,"blogging, comms, community, socialmedia, events, video, other, 'Singing and Songwriting",facebook
22223797,submitted,6/9/16 11:24,United Kingdom,United Kingdom,female,"bachelors, masters, other professional",phd candidate,16+ years,Social Sciences - Educational sciences,open_education,openeducationweek,"events, other, 'Project management, teacher training, social media.","twitter, mailinglist, organization, other: Go-GN network."
82757703,submitted,6/9/16 11:27,Nigeria,Nigeria,male,masters,"graduate-professional student, librarian",1-5 years,Natural Sciences - Computer and information sciences,open_education,none,"blogging, comms, socialmedia, volunteers","blogpost, friend"
37400660,submitted,6/9/16 11:27,Nigeria,Nigeria,female,"professional, other postgraduate",medical professional,1-5 years,Medicine/Health Sciences - Clinical medicine,open_education,openeducationweek,"community, volunteers","websearch, facebook"
85629053,submitted,6/9/16 11:28,Kenya,Kenya,male,bachelors,"graduate-professional student, government",6-10 years,Social Sciences - Economics and business,open_government,"openaccessweek, opendataday",research,websearch
93230350,submitted,6/9/16 11:33,Bangladesh,Bangladesh,male,"bachelors, other professional","undergraduate student, journalist, businessperson",11-15 years,Social Sciences - Media and communications,open_government,"openaccessweek, opendataday","advocacy, blogging, comms, community, socialmedia, events, volunteers, research",mailinglist
61149190,submitted,6/9/16 11:39,Pakistan,Pakistan,male,none,undergraduate student,0-1 years,Social Sciences - Media and communications,open_education,openeducationweek,"comms, socialmedia, events, volunteers",websearch
38327103,submitted,6/9/16 11:45,Nigeria,Nigeria,male,"bachelors, masters","phd candidate, educator",1-5 years,Natural Sciences - Biological sciences,open_education,openeducationweek,"advocacy, events, research","websearch, friend"
64771615,submitted,6/9/16 11:48,Algeria,Algeria,male,bachelors,undergraduate student,0-1 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_education,openeducationweek,"comms, socialmedia, video, software",friend
79647037,submitted,6/9/16 11:49,Uganda,Uganda,male,none,undergraduate student,0-1 years,Medicine/Health Sciences - Clinical medicine,open_education,"openaccessweek, opendataday","comms, socialmedia",mailinglist
87779253,final at deadline,6/9/16 11:51,Kosovo,Kosovo,female,bachelors,undergraduate student,1-5 years,Medicine/Health Sciences - Clinical medicine,open_science,none,"advocacy, blogging, volunteers, research, other",facebook
10894820,submitted,6/9/16 11:54,Nigeria,South Africa,male,none,other,0-1 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_source,none,"other, 'art",websearch
60675757,submitted,6/9/16 11:55,Ethiopia,Ethiopia,male,masters,phd candidate,6-10 years,Social Sciences - Social and economic geography,open_source,openeducationweek,"advocacy, socialmedia, research",websearch
99964922,submitted,6/9/16 12:03,Kenya,Kenya,female,bachelors,"graduate-professional student, researcher",1-5 years,Social Sciences - Economics and business,open_research,"openaccessweek, openeducationweek, opendataday","blogging, research","websearch, blogpost, friend"
24414204,submitted,6/9/16 12:10,Finland,Finland,male,"bachelors, masters","phd candidate, nonprofit",0-1 years,Natural Sciences - Biological sciences,open_science,openaccessweek,"advocacy, blogging, community, fudraising, other, 'Skills in data-analysis, acquiring information via FOI-requests","twitter, mailinglist, friend"
21229094,submitted,6/9/16 12:22,Nigeria,Nigeria,female,none,undergraduate student,0-1 years,Social Sciences - Law,open_education,openeducationweek,"advocacy, blogging, community, research",friend
11618882,submitted,6/9/16 12:22,Nigeria,South Africa,male,masters,phd candidate,1-5 years,Humanities - History and archaeology,open_science,none,"community, research",websearch
